"gene_accession_id","disease_id"
"MGI:6150621","DOID:0060394"
"MGI:5908014","DOID:0060394"
"MGI:7490276","DOID:0060404"
"MGI:6342924","DOID:0060434"
"MGI:109239","DOID:0060410"
"MGI:1196251","DOID:0060410"
"MGI:2138319","DOID:0060412"
"MGI:6729273","DOID:0060413"
"MGI:2677647","DOID:0060413"
"MGI:5516001","DOID:0060437"
"MGI:2670972","DOID:0060732"
"MGI:5571365","DOID:1040"
"MGI:3841582","DOID:1040"
"MGI:4437007","DOID:1040"
"MGI:4820815","DOID:1040"
"MGI:4850006","DOID:1040"
"MGI:4850028","DOID:1040"
"MGI:5305081","DOID:1040"
"MGI:5315448","DOID:1040"
"MGI:1891700","DOID:8552"
"MGI:893598","DOID:8552"
"MGI:3621056","DOID:8552"
"MGI:3834459","DOID:8552"
"MGI:3834460","DOID:8552"
"MGI:3834478","DOID:8552"
"MGI:107576","DOID:8552"
"MGI:1914167","DOID:8552"
"MGI:1335088","DOID:0060645"
"MGI:99887","DOID:0060357"
"MGI:1913647","DOID:0060357"
"MGI:2653833","DOID:0090029"
"MGI:6110824","DOID:0080313"
"MGI:88180","DOID:0080313"
"MGI:98729","DOID:0110214"
"MGI:88291","DOID:13994"
"MGI:99829","DOID:13994"
"MGI:99851","DOID:13994"
"MGI:107588","DOID:14693"
"MGI:1206581","DOID:0080351"
"MGI:2671601","DOID:11836"
"MGI:97902","DOID:11836"
"MGI:1350931","DOID:11836"
"MGI:3522251","DOID:11836"
"MGI:1921303","DOID:11836"
"MGI:2385368","DOID:11836"
"MGI:94863","DOID:11836"
"MGI:97628","DOID:11836"
"MGI:88415","DOID:11836"
"MGI:107374","DOID:11836"
"MGI:1341070","DOID:11836"
"MGI:104557","DOID:3783"
"MGI:1926129","DOID:0070042"
"MGI:1916380","DOID:0111590"
"MGI:7780154","DOID:12270"
"MGI:97307","DOID:12270"
"MGI:7748783","DOID:12270"
"MGI:7779607","DOID:12270"
"MGI:88039","DOID:9256"
"MGI:103038","DOID:9256"
"MGI:4459071","DOID:9256"
"MGI:97783","DOID:0111330"
"MGI:88227","DOID:8354"
"MGI:101834","DOID:0090138"
"MGI:1920960","DOID:0090132"
"MGI:105980","DOID:0080101"
"MGI:4430103","DOID:0080314"
"MGI:1914407","DOID:0111022"
"MGI:1917285","DOID:0111024"
"MGI:6794091","DOID:0111025"
"MGI:1194883","DOID:0111005"
"MGI:1914421","DOID:0081447"
"MGI:1916202","DOID:0081448"
"MGI:109424","DOID:0111013"
"MGI:5908881","DOID:0111011"
"MGI:105123","DOID:0111011"
"MGI:5908880","DOID:0111011"
"MGI:105376","DOID:0111020"
"MGI:102760","DOID:0050811"
"MGI:88583","DOID:0050811"
"MGI:95526","DOID:2236"
"MGI:97495","DOID:0112359"
"MGI:1353569","DOID:11367"
"MGI:1349216","DOID:0111066"
"MGI:1100882","DOID:0060731"
"MGI:1351209","DOID:0060731"
"MGI:101762","DOID:0060646"
"MGI:104756","DOID:0060646"
"MGI:96828","DOID:3827"
"MGI:104719","DOID:3827"
"MGI:5429771","DOID:3827"
"MGI:1334444","DOID:3827"
"MGI:1098239","DOID:3827"
"MGI:95664","DOID:3827"
"MGI:1315202","DOID:3827"
"MGI:104807","DOID:3827"
"MGI:98369","DOID:3827"
"MGI:98968","DOID:3827"
"MGI:97530","DOID:3827"
"MGI:3576010","DOID:3827"
"MGI:2670972","DOID:3827"
"MGI:1352452","DOID:3827"
"MGI:106653","DOID:0060776"
"MGI:2384966","DOID:0070253"
"MGI:2443301","DOID:0070255"
"MGI:1914762","DOID:0111135"
"MGI:3028849","DOID:0111136"
"MGI:97747","DOID:0111136"
"MGI:1298392","DOID:0111136"
"MGI:1277968","DOID:0111138"
"MGI:1916812","DOID:0112247"
"MGI:2138987","DOID:0060649"
"MGI:2137495","DOID:0112014"
"MGI:99912","DOID:0110636"
"MGI:88461","DOID:0050557"
"MGI:102700","DOID:0110639"
"MGI:96794","DOID:0110640"
"MGI:3584043","DOID:0110668"
"MGI:99422","DOID:0110675"
"MGI:95698","DOID:0110660"
"MGI:1277201","DOID:0110673"
"MGI:5694342","DOID:0110666"
"MGI:87893","DOID:0110666"
"MGI:87894","DOID:0110678"
"MGI:5468689","DOID:0110678"
"MGI:87894","DOID:0110679"
"MGI:1338761","DOID:0110667"
"MGI:88392","DOID:0110671"
"MGI:87961","DOID:0110657"
"MGI:103581","DOID:0110670"
"MGI:99659","DOID:3529"
"MGI:99659","DOID:0080991"
"MGI:95797","DOID:2861"
"MGI:97604","DOID:0111077"
"MGI:2686379","DOID:0111790"
"MGI:107181","DOID:0060296"
"MGI:2448607","DOID:0110870"
"MGI:1351343","DOID:0110865"
"MGI:1330305","DOID:0110867"
"MGI:2384871","DOID:0110868"
"MGI:2443409","DOID:0110869"
"MGI:2685267","DOID:0110864"
"MGI:1859639","DOID:0110871"
"MGI:5441372","DOID:0110862"
"MGI:97914","DOID:0110862"
"MGI:97525","DOID:0110863"
"MGI:5298092","DOID:0060445"
"MGI:94872","DOID:0060445"
"MGI:1202398","DOID:0060287"
"MGI:1913976","DOID:0080505"
"MGI:1339795","DOID:0080507"
"MGI:1917565","DOID:0080509"
"MGI:1100508","DOID:3393"
"MGI:1914047","DOID:0090130"
"MGI:88278","DOID:0090030"
"MGI:103562","DOID:0090140"
"MGI:96224","DOID:0050469"
"MGI:109583","DOID:0050657"
"MGI:102708","DOID:14737"
"MGI:3762247","DOID:2340"
"MGI:1270862","DOID:2340"
"MGI:97169","DOID:2340"
"MGI:1926369","DOID:2340"
"MGI:6257846","DOID:2340"
"MGI:3762248","DOID:2340"
"MGI:1916027","DOID:0112340"
"MGI:97769","DOID:11949"
"MGI:5428332","DOID:11949"
"MGI:3836987","DOID:11949"
"MGI:3785283","DOID:3803"
"MGI:1276118","DOID:2339"
"MGI:95523","DOID:2339"
"MGI:108427","DOID:11383"
"MGI:98917","DOID:13271"
"MGI:1339968","DOID:0090142"
"MGI:88388","DOID:1485"
"MGI:3605470","DOID:1485"
"MGI:104696","DOID:1485"
"MGI:1932872","DOID:1064"
"MGI:1195264","DOID:9266"
"MGI:1353656","DOID:9266"
"MGI:106683","DOID:2785"
"MGI:107201","DOID:2785"
"MGI:1891217","DOID:2785"
"MGI:96748","DOID:0050437"
"MGI:105089","DOID:0090031"
"MGI:1353433","DOID:0050757"
"MGI:3603204","DOID:0111576"
"MGI:4360678","DOID:0060162"
"MGI:4360676","DOID:0060162"
"MGI:3831324","DOID:0060162"
"MGI:3834567","DOID:0060162"
"MGI:3831323","DOID:0060162"
"MGI:99486","DOID:0050699"
"MGI:3828144","DOID:701"
"MGI:2443733","DOID:701"
"MGI:109172","DOID:4154"
"MGI:98968","DOID:3764"
"MGI:5543908","DOID:5117"
"MGI:1890081","DOID:5117"
"MGI:1923275","DOID:0060462"
"MGI:1922004","DOID:0070654"
"MGI:109517","DOID:0050158"
"MGI:1924627","DOID:0080439"
"MGI:2443456","DOID:0080449"
"MGI:95775","DOID:0080450"
"MGI:1278336","DOID:0080467"
"MGI:2442704","DOID:0080435"
"MGI:1926080","DOID:0080349"
"MGI:95823","DOID:0080456"
"MGI:1858195","DOID:0080418"
"MGI:1309503","DOID:0080462"
"MGI:2442233","DOID:0080215"
"MGI:96257","DOID:0060770"
"MGI:3653212","DOID:0060770"
"MGI:106613","DOID:0060770"
"MGI:109448","DOID:0060770"
"MGI:102854","DOID:0111879"
"MGI:1914275","DOID:0111878"
"MGI:892977","DOID:14687"
"MGI:105083","DOID:0060650"
"MGI:1927073","DOID:6652"
"MGI:3798957","DOID:11198"
"MGI:2677647","DOID:11198"
"MGI:107928","DOID:11198"
"MGI:104686","DOID:11198"
"MGI:96175","DOID:11198"
"MGI:98493","DOID:11198"
"MGI:2154244","DOID:11198"
"MGI:2429765","DOID:11198"
"MGI:3702641","DOID:11198"
"MGI:5311363","DOID:11198"
"MGI:3522243","DOID:11198"
"MGI:1313268","DOID:11198"
"MGI:5620178","DOID:11198"
"MGI:2178429","DOID:11198"
"MGI:99604","DOID:11198"
"MGI:5446153","DOID:11198"
"MGI:102949","DOID:11198"
"MGI:104719","DOID:11198"
"MGI:2177178","DOID:11198"
"MGI:103178","DOID:11198"
"MGI:98729","DOID:11198"
"MGI:2442415","DOID:11198"
"MGI:2143886","DOID:0110425"
"MGI:96794","DOID:0110425"
"MGI:5907284","DOID:0110425"
"MGI:1344412","DOID:0110423"
"MGI:5910332","DOID:0110423"
"MGI:1916060","DOID:0110424"
"MGI:4819714","DOID:0110426"
"MGI:5576169","DOID:0110426"
"MGI:104597","DOID:0110426"
"MGI:1920963","DOID:0110447"
"MGI:5800482","DOID:0110433"
"MGI:97255","DOID:0110453"
"MGI:98864","DOID:0110430"
"MGI:1352493","DOID:0110448"
"MGI:94885","DOID:0110431"
"MGI:1346525","DOID:0110436"
"MGI:5911917","DOID:0110436"
"MGI:1330824","DOID:0110449"
"MGI:5905136","DOID:0110439"
"MGI:87905","DOID:0110456"
"MGI:5906237","DOID:0110456"
"MGI:5313498","DOID:0110456"
"MGI:98809","DOID:0110457"
"MGI:5906015","DOID:0110457"
"MGI:5906014","DOID:0110457"
"MGI:6256753","DOID:0110457"
"MGI:1917619","DOID:0081162"
"MGI:2151233","DOID:0070477"
"MGI:1335098","DOID:0060021"
"MGI:95794","DOID:0090144"
"MGI:94864","DOID:0090145"
"MGI:109448","DOID:6406"
"MGI:1101357","DOID:6406"
"MGI:5519054","DOID:14250"
"MGI:3531160","DOID:14250"
"MGI:3814571","DOID:14250"
"MGI:3814566","DOID:14250"
"MGI:3814564","DOID:14250"
"MGI:2178111","DOID:14250"
"MGI:5703853","DOID:14250"
"MGI:3809573","DOID:14250"
"MGI:104215","DOID:14250"
"MGI:5430361","DOID:14250"
"MGI:4367903","DOID:14250"
"MGI:1330299","DOID:14250"
"MGI:3623021","DOID:14250"
"MGI:4867505","DOID:14250"
"MGI:1339998","DOID:0060745"
"MGI:98246","DOID:0080422"
"MGI:2139360","DOID:0060747"
"MGI:104555","DOID:12557"
"MGI:1915674","DOID:12557"
"MGI:97887","DOID:12308"
"MGI:107341","DOID:11723"
"MGI:94909","DOID:11723"
"MGI:5765990","DOID:11723"
"MGI:1194504","DOID:0060484"
"MGI:1338938","DOID:14289"
"MGI:1195272","DOID:0111664"
"MGI:1330810","DOID:0060783"
"MGI:88457","DOID:14720"
"MGI:88458","DOID:14720"
"MGI:109347","DOID:14720"
"MGI:1915775","DOID:12714"
"MGI:1890596","DOID:12714"
"MGI:1934157","DOID:0060641"
"MGI:1921405","DOID:1380"
"MGI:109583","DOID:1380"
"MGI:98834","DOID:1380"
"MGI:1341870","DOID:1380"
"MGI:102567","DOID:0090059"
"MGI:1346317","DOID:0090059"
"MGI:96688","DOID:4644"
"MGI:96702","DOID:0060735"
"MGI:96688","DOID:0060735"
"MGI:1277961","DOID:0060736"
"MGI:1277961","DOID:0090017"
"MGI:96654","DOID:0050989"
"MGI:109482","DOID:0050990"
"MGI:1916267","DOID:0090053"
"MGI:95513","DOID:13270"
"MGI:1347061","DOID:13270"
"MGI:104327","DOID:0080171"
"MGI:5308011","DOID:5041"
"MGI:97362","DOID:10825"
"MGI:109497","DOID:10825"
"MGI:95317","DOID:10825"
"MGI:97249","DOID:2224"
"MGI:5441305","DOID:2224"
"MGI:96629","DOID:2224"
"MGI:5553467","DOID:2224"
"MGI:1913321","DOID:0060640"
"MGI:107448","DOID:13641"
"MGI:106096","DOID:13641"
"MGI:5432015","DOID:0050909"
"MGI:1347344","DOID:14499"
"MGI:88382","DOID:2216"
"MGI:88383","DOID:12134"
"MGI:99481","DOID:2229"
"MGI:1891012","DOID:2231"
"MGI:1921395","DOID:2211"
"MGI:5800482","DOID:0050650"
"MGI:96395","DOID:0060761"
"MGI:2653833","DOID:0090062"
"MGI:3036243","DOID:0090065"
"MGI:5696383","DOID:0090065"
"MGI:3833387","DOID:0050831"
"MGI:1194506","DOID:0050831"
"MGI:1345149","DOID:0111731"
"MGI:103223","DOID:0060474"
"MGI:88106","DOID:0111182"
"MGI:97551","DOID:0110922"
"MGI:1917700","DOID:0110923"
"MGI:1921982","DOID:0110924"
"MGI:96765","DOID:13810"
"MGI:1270854","DOID:0070216"
"MGI:88052","DOID:0111061"
"MGI:1351351","DOID:0060700"
"MGI:1354168","DOID:0090028"
"MGI:96820","DOID:14118"
"MGI:1859396","DOID:2987"
"MGI:97763","DOID:0050547"
"MGI:1861691","DOID:0060748"
"MGI:5306987","DOID:0060748"
"MGI:1341823","DOID:0111095"
"MGI:95480","DOID:0111087"
"MGI:109337","DOID:0111089"
"MGI:2448480","DOID:0111083"
"MGI:1915220","DOID:0090066"
"MGI:106299","DOID:0090066"
"MGI:1277124","DOID:0050464"
"MGI:97769","DOID:0050433"
"MGI:3790484","DOID:0060464"
"MGI:99484","DOID:0060647"
"MGI:3821883","DOID:13374"
"MGI:87911","DOID:13374"
"MGI:5515417","DOID:13374"
"MGI:88180","DOID:13374"
"MGI:95688","DOID:0050790"
"MGI:4353752","DOID:0050637"
"MGI:1890212","DOID:2120"
"MGI:1890773","DOID:0111128"
"MGI:5319633","DOID:0111129"
"MGI:109523","DOID:0111129"
"MGI:5319643","DOID:0111129"
"MGI:5319642","DOID:0111129"
"MGI:1330281","DOID:0112245"
"MGI:98743","DOID:3962"
"MGI:104878","DOID:3962"
"MGI:109583","DOID:3962"
"MGI:5578521","DOID:3962"
"MGI:2685433","DOID:0070531"
"MGI:95564","DOID:0050879"
"MGI:3848935","DOID:0050879"
"MGI:5751856","DOID:0050879"
"MGI:95564","DOID:14261"
"MGI:104621","DOID:0081047"
"MGI:5646620","DOID:9255"
"MGI:2387629","DOID:9255"
"MGI:3621183","DOID:9255"
"MGI:99919","DOID:9255"
"MGI:6286243","DOID:9255"
"MGI:5293608","DOID:9255"
"MGI:6278301","DOID:9255"
"MGI:1916192","DOID:9255"
"MGI:3505723","DOID:9255"
"MGI:1913150","DOID:9255"
"MGI:3793734","DOID:9255"
"MGI:4438487","DOID:9255"
"MGI:4438486","DOID:9255"
"MGI:3603947","DOID:9255"
"MGI:4358721","DOID:9255"
"MGI:3604137","DOID:9255"
"MGI:3813494","DOID:9255"
"MGI:3604138","DOID:9255"
"MGI:3832876","DOID:9255"
"MGI:5749786","DOID:9255"
"MGI:3838540","DOID:9255"
"MGI:3833375","DOID:9255"
"MGI:5703729","DOID:9255"
"MGI:5919945","DOID:0060213"
"MGI:88464","DOID:11555"
"MGI:95593","DOID:14500"
"MGI:98961","DOID:0090067"
"MGI:2179507","DOID:0050559"
"MGI:2385957","DOID:11105"
"MGI:2443225","DOID:0070048"
"MGI:1330810","DOID:8534"
"MGI:96677","DOID:9253"
"MGI:96828","DOID:11044"
"MGI:95665","DOID:0110957"
"MGI:95665","DOID:0110958"
"MGI:1925044","DOID:0111725"
"MGI:95613","DOID:1827"
"MGI:107384","DOID:1827"
"MGI:5491017","DOID:4249"
"MGI:4356191","DOID:4249"
"MGI:97769","DOID:4249"
"MGI:5487543","DOID:4249"
"MGI:5491018","DOID:4249"
"MGI:5491020","DOID:4249"
"MGI:1890619","DOID:0090068"
"MGI:96062","DOID:11119"
"MGI:94862","DOID:11119"
"MGI:2679446","DOID:11119"
"MGI:96969","DOID:11119"
"MGI:3778285","DOID:11119"
"MGI:1917097","DOID:0050450"
"MGI:1858416","DOID:0050450"
"MGI:108114","DOID:0050450"
"MGI:96612","DOID:2219"
"MGI:95755","DOID:0070561"
"MGI:104541","DOID:0111254"
"MGI:1923221","DOID:0112246"
"MGI:106594","DOID:0060363"
"MGI:1202304","DOID:0111037"
"MGI:95607","DOID:2749"
"MGI:1316650","DOID:0081330"
"MGI:95609","DOID:2752"
"MGI:1924809","DOID:2748"
"MGI:1921435","DOID:2750"
"MGI:97578","DOID:0111041"
"MGI:97576","DOID:0111040"
"MGI:97830","DOID:2746"
"MGI:106918","DOID:2746"
"MGI:97829","DOID:2754"
"MGI:97548","DOID:11721"
"MGI:106918","DOID:11721"
"MGI:1351614","DOID:0050579"
"MGI:97305","DOID:3343"
"MGI:95762","DOID:4795"
"MGI:3576659","DOID:0111533"
"MGI:1919570","DOID:0060481"
"MGI:106676","DOID:2907"
"MGI:105953","DOID:2907"
"MGI:3511278","DOID:2907"
"MGI:1914071","DOID:0111455"
"MGI:2448554","DOID:0111044"
"MGI:95729","DOID:14761"
"MGI:105976","DOID:0060832"
"MGI:5310798","DOID:0060672"
"MGI:4830518","DOID:0060672"
"MGI:5476814","DOID:0060672"
"MGI:5476817","DOID:0060672"
"MGI:5476818","DOID:0060672"
"MGI:2387629","DOID:0060672"
"MGI:5002478","DOID:0060672"
"MGI:95832","DOID:0060672"
"MGI:1098221","DOID:0050799"
"MGI:1338803","DOID:12842"
"MGI:101773","DOID:12842"
"MGI:97394","DOID:1415"
"MGI:97364","DOID:2736"
"MGI:96173","DOID:0060739"
"MGI:1921588","DOID:1060"
"MGI:1338758","DOID:0070058"
"MGI:96163","DOID:2352"
"MGI:88127","DOID:2352"
"MGI:109191","DOID:0111029"
"MGI:1916835","DOID:0111027"
"MGI:1933533","DOID:0111032"
"MGI:1354956","DOID:0111030"
"MGI:1315204","DOID:0111028"
"MGI:88384","DOID:12259"
"MGI:5578130","DOID:684"
"MGI:6467539","DOID:684"
"MGI:99421","DOID:684"
"MGI:96692","DOID:684"
"MGI:5437648","DOID:684"
"MGI:1202304","DOID:684"
"MGI:1919815","DOID:684"
"MGI:1927144","DOID:684"
"MGI:1918817","DOID:684"
"MGI:3794549","DOID:684"
"MGI:5544910","DOID:684"
"MGI:3797587","DOID:684"
"MGI:2679153","DOID:684"
"MGI:97569","DOID:684"
"MGI:3810466","DOID:684"
"MGI:97611","DOID:684"
"MGI:3693965","DOID:684"
"MGI:6257843","DOID:684"
"MGI:109583","DOID:684"
"MGI:5755888","DOID:684"
"MGI:5437708","DOID:684"
"MGI:88039","DOID:684"
"MGI:3621047","DOID:684"
"MGI:5661921","DOID:684"
"MGI:97250","DOID:684"
"MGI:1889549","DOID:684"
"MGI:5428912","DOID:684"
"MGI:1352464","DOID:684"
"MGI:5000252","DOID:684"
"MGI:104556","DOID:684"
"MGI:5781012","DOID:684"
"MGI:5811148","DOID:684"
"MGI:4459071","DOID:684"
"MGI:2449975","DOID:684"
"MGI:1347487","DOID:684"
"MGI:3769139","DOID:684"
"MGI:104841","DOID:13269"
"MGI:95401","DOID:2373"
"MGI:95392","DOID:1270"
"MGI:1338946","DOID:1270"
"MGI:1345284","DOID:0050947"
"MGI:108050","DOID:206"
"MGI:894663","DOID:206"
"MGI:97631","DOID:0060843"
"MGI:1339755","DOID:0090120"
"MGI:104627","DOID:0070151"
"MGI:2444989","DOID:0110764"
"MGI:96242","DOID:0110766"
"MGI:1924767","DOID:0110768"
"MGI:97623","DOID:0110773"
"MGI:1098827","DOID:0110782"
"MGI:2443327","DOID:0110786"
"MGI:1858896","DOID:0110792"
"MGI:1924908","DOID:0110800"
"MGI:1919358","DOID:0110806"
"MGI:2385906","DOID:0110816"
"MGI:2149543","DOID:0112341"
"MGI:95402","DOID:0110916"
"MGI:98385","DOID:0110916"
"MGI:87919","DOID:0110916"
"MGI:88024","DOID:0110916"
"MGI:98385","DOID:0110918"
"MGI:109393","DOID:0110919"
"MGI:1861441","DOID:0060539"
"MGI:107734","DOID:0060539"
"MGI:2177763","DOID:0060539"
"MGI:107734","DOID:0060540"
"MGI:1333879","DOID:0060540"
"MGI:2153839","DOID:0060541"
"MGI:2177742","DOID:0060542"
"MGI:2180307","DOID:0060543"
"MGI:2181763","DOID:0060544"
"MGI:2137586","DOID:0060545"
"MGI:2678952","DOID:0060546"
"MGI:1927580","DOID:0060547"
"MGI:2443198","DOID:0111628"
"MGI:5774445","DOID:10487"
"MGI:5755286","DOID:10487"
"MGI:97902","DOID:10487"
"MGI:102720","DOID:10487"
"MGI:96533","DOID:10487"
"MGI:96610","DOID:10487"
"MGI:1338038","DOID:10487"
"MGI:107430","DOID:10487"
"MGI:1100842","DOID:10487"
"MGI:95410","DOID:10487"
"MGI:95285","DOID:10487"
"MGI:101939","DOID:0081168"
"MGI:1926387","DOID:0110877"
"MGI:102764","DOID:0110872"
"MGI:98297","DOID:0110875"
"MGI:106679","DOID:0110878"
"MGI:102541","DOID:0060468"
"MGI:3522251","DOID:0060468"
"MGI:88285","DOID:9263"
"MGI:1344313","DOID:321"
"MGI:2653601","DOID:12858"
"MGI:4438235","DOID:12858"
"MGI:5635148","DOID:12858"
"MGI:3851437","DOID:12858"
"MGI:5635149","DOID:12858"
"MGI:101884","DOID:12858"
"MGI:2445110","DOID:12858"
"MGI:5700343","DOID:12858"
"MGI:3800752","DOID:12858"
"MGI:5304694","DOID:12858"
"MGI:3813480","DOID:12858"
"MGI:6294290","DOID:12858"
"MGI:5432146","DOID:12858"
"MGI:6294289","DOID:12858"
"MGI:5432148","DOID:12858"
"MGI:5575506","DOID:12858"
"MGI:5052378","DOID:12858"
"MGI:5052376","DOID:12858"
"MGI:96067","DOID:12858"
"MGI:3056898","DOID:12858"
"MGI:1919227","DOID:12858"
"MGI:2670664","DOID:12858"
"MGI:3057176","DOID:12858"
"MGI:5569525","DOID:12858"
"MGI:5569522","DOID:12858"
"MGI:5565689","DOID:12858"
"MGI:5897171","DOID:12858"
"MGI:3613512","DOID:12858"
"MGI:4429153","DOID:12858"
"MGI:2653600","DOID:12858"
"MGI:4437301","DOID:12858"
"MGI:5287242","DOID:12858"
"MGI:5052364","DOID:0090104"
"MGI:5052362","DOID:0090104"
"MGI:1922783","DOID:10908"
"MGI:1924832","DOID:10908"
"MGI:1916120","DOID:10908"
"MGI:1922300","DOID:10908"
"MGI:1926051","DOID:10908"
"MGI:1924407","DOID:10908"
"MGI:87918","DOID:10908"
"MGI:98365","DOID:10908"
"MGI:1920831","DOID:10908"
"MGI:2389007","DOID:10908"
"MGI:3644008","DOID:10908"
"MGI:1289263","DOID:10908"
"MGI:105091","DOID:10908"
"MGI:4839367","DOID:10908"
"MGI:2685973","DOID:10908"
"MGI:2449121","DOID:10908"
"MGI:1921622","DOID:10908"
"MGI:1858235","DOID:10908"
"MGI:1921903","DOID:10908"
"MGI:88070","DOID:9278"
"MGI:5086224","DOID:0060696"
"MGI:95747","DOID:0060696"
"MGI:5306913","DOID:0060696"
"MGI:95751","DOID:0060697"
"MGI:105090","DOID:0060698"
"MGI:88285","DOID:9279"
"MGI:5574059","DOID:3261"
"MGI:103038","DOID:3261"
"MGI:107624","DOID:0081450"
"MGI:98250","DOID:14451"
"MGI:2384876","DOID:13543"
"MGI:1351351","DOID:13543"
"MGI:1316736","DOID:13543"
"MGI:894695","DOID:0111063"
"MGI:1101771","DOID:0111063"
"MGI:1100508","DOID:0060569"
"MGI:1352630","DOID:0060569"
"MGI:97255","DOID:0110307"
"MGI:5315306","DOID:0110316"
"MGI:5908891","DOID:0110316"
"MGI:6193976","DOID:0110316"
"MGI:3838171","DOID:0110316"
"MGI:5904625","DOID:0110316"
"MGI:5904626","DOID:0110316"
"MGI:5543403","DOID:0110317"
"MGI:1330824","DOID:0110318"
"MGI:98779","DOID:0110319"
"MGI:3793720","DOID:0110320"
"MGI:3793767","DOID:0110320"
"MGI:97255","DOID:0110320"
"MGI:3793719","DOID:0110320"
"MGI:5581487","DOID:0110322"
"MGI:5581486","DOID:0110322"
"MGI:3693252","DOID:0110308"
"MGI:4819715","DOID:0110308"
"MGI:3693248","DOID:0110308"
"MGI:3692594","DOID:0110308"
"MGI:104597","DOID:0110308"
"MGI:4819717","DOID:0110308"
"MGI:4819713","DOID:0110308"
"MGI:3692454","DOID:0110308"
"MGI:3793484","DOID:0110308"
"MGI:3692591","DOID:0110308"
"MGI:1916060","DOID:0110326"
"MGI:98809","DOID:0110309"
"MGI:5007624","DOID:0110309"
"MGI:5462247","DOID:0110309"
"MGI:102844","DOID:0110310"
"MGI:5908458","DOID:0110310"
"MGI:5908457","DOID:0110310"
"MGI:5909969","DOID:0110310"
"MGI:3841152","DOID:0110312"
"MGI:5909326","DOID:0110313"
"MGI:5909325","DOID:0110313"
"MGI:98783","DOID:0110313"
"MGI:3690008","DOID:0110313"
"MGI:3690007","DOID:0110313"
"MGI:5910499","DOID:0110313"
"MGI:5909256","DOID:0110314"
"MGI:96214","DOID:12638"
"MGI:97360","DOID:12638"
"MGI:95524","DOID:0080041"
"MGI:892968","DOID:0090071"
"MGI:95789","DOID:0090072"
"MGI:2663985","DOID:0090073"
"MGI:95790","DOID:0090078"
"MGI:2148793","DOID:0090074"
"MGI:88294","DOID:14452"
"MGI:98250","DOID:14452"
"MGI:2153060","DOID:0060787"
"MGI:107848","DOID:0060798"
"MGI:2681836","DOID:0060794"
"MGI:95663","DOID:0060878"
